,title,labelnumber,cluster_ID,0
303,,,,t0890x0095y0079ps64.tif
304,,,,89000950079.0
305,,,,[0]
306,,,,t0327x0287y0079ps64.tif
307,,,,32702870079.0
308,,,,[0]
309,,,,t0270x0031y0079ps64.tif
310,,,,27000310079.0
311,,,,[1]
312,,,,t0665x0287y0207ps64.tif
313,,,,66502870207.0
314,,,,[0]
315,,,,t0357x0223y0143ps64.tif
316,,,,35702230143.0
317,,,,[1]
318,,,,t0622x0287y0079ps64.tif
319,,,,62202870079.0
320,,,,[0]
321,,,,t0705x0095y0143ps64.tif
322,,,,70500950143.0
323,,,,[0]
324,,,,t0528x0223y0079ps64.tif
325,,,,52802230079.0
326,,,,[0]
327,,,,t0460x0351y0015ps64.tif
328,,,,46003510015.0
329,,,,[2]
330,,,,t0652x0223y0143ps64.tif
331,,,,65202230143.0
332,,,,[1]
333,,,,t0947x0351y0079ps64.tif
334,,,,94703510079.0
335,,,,[1]
336,,,,t0360x0287y0207ps64.tif
337,,,,36002870207.0
338,,,,[1]
339,,,,t0558x0287y0143ps64.tif
340,,,,55802870143.0
341,,,,[0]
342,,,,t0648x0351y0079ps64.tif
343,,,,64803510079.0
344,,,,[1]
345,,,,t0700x0223y0015ps64.tif
346,,,,70002230015.0
347,,,,[2]
348,,,,t0407x0159y0207ps64.tif
349,,,,40701590207.0
350,,,,[1]
351,,,,t0285x0351y0015ps64.tif
352,,,,28503510015.0
353,,,,[2]
354,,,,t0145x0159y0079ps64.tif
355,,,,14501590079.0
356,,,,[2]
357,,,,t0532x0351y0143ps64.tif
358,,,,53203510143.0
359,,,,[1]
360,,,,t0401x0415y0143ps64.tif
361,,,,40104150143.0
362,,,,[1]
363,,,,t0585x0287y0207ps64.tif
364,,,,58502870207.0
365,,,,[0]
366,,,,t0080x0287y0207ps64.tif
367,,,,8002870207.0
368,,,,[0]
369,,,,t0037x0351y0143ps64.tif
370,,,,3703510143.0
371,,,,[0]
372,,,,t0440x0159y0079ps64.tif
373,,,,44001590079.0
374,,,,[1]
375,,,,t0458x0095y0143ps64.tif
376,,,,45800950143.0
377,,,,[1]
378,,,,t0675x0223y0079ps64.tif
379,,,,67502230079.0
380,,,,[1]
381,,,,t0960x0351y0143ps64.tif
382,,,,96003510143.0
383,,,,[1]
384,,,,t0787x0159y0143ps64.tif
385,,,,78701590143.0
386,,,,[1]
387,,,,t0858x0287y0015ps64.tif
388,,,,85802870015.0
389,,,,[2]
390,,,,t0605x0287y0143ps64.tif
391,,,,60502870143.0
392,,,,[0]
393,,,,t0722x0095y0079ps64.tif
394,,,,72200950079.0
395,,,,[0]
396,,,,t0337x0223y0207ps64.tif
397,,,,33702230207.0
398,,,,[1]
399,,,,t0812x0159y0079ps64.tif
400,,,,81201590079.0
401,,,,[1]
402,,,,t0282x0159y0143ps64.tif
403,,,,28201590143.0
404,,,,[1]
405,,,,t0370x0223y0079ps64.tif
406,,,,37002230079.0
407,,,,[0]
408,,,,t0238x0351y0015ps64.tif
409,,,,23803510015.0
410,,,,[2]
411,,,,t0632x0223y0207ps64.tif
412,,,,63202230207.0
413,,,,[1]
414,,,,t0227x0095y0079ps64.tif
415,,,,22700950079.0
416,,,,[2]
417,,,,t0990x0287y0079ps64.tif
418,,,,99002870079.0
419,,,,[1]
420,,,,t0538x0287y0207ps64.tif
421,,,,53802870207.0
422,,,,[1]
423,,,,t0300x0287y0143ps64.tif
424,,,,30002870143.0
425,,,,[0]
426,,,,t0010x0351y0079ps64.tif
427,,,,1003510079.0
428,,,,[0]
429,,,,t0123x0415y0079ps64.tif
430,,,,12304150079.0
431,,,,[1]
432,,,,t0595x0223y0079ps64.tif
433,,,,59502230079.0
434,,,,[0]
435,,,,t0252x0287y0015ps64.tif
436,,,,25202870015.0
437,,,,[2]
438,,,,t0467x0159y0143ps64.tif
439,,,,46701590143.0
440,,,,[1]
441,,,,t0259x0415y0143ps64.tif
442,,,,25904150143.0
443,,,,[1]
444,,,,t0162x0159y0143ps64.tif
445,,,,16201590143.0
446,,,,[1]
447,,,,t0090x0223y0079ps64.tif
448,,,,9002230079.0
449,,,,[2]
450,,,,t0757x0287y0015ps64.tif
451,,,,75702870015.0
452,,,,[2]
453,,,,t0515x0351y0079ps64.tif
454,,,,51503510079.0
455,,,,[0]
456,,,,t0426x0415y0079ps64.tif
457,,,,42604150079.0
458,,,,[0]
459,,,,t0223x0223y0079ps64.tif
460,,,,22302230079.0
461,,,,[0]
462,,,,t0129x0287y0079ps64.tif
463,,,,12902870079.0
464,,,,[0]
465,,,,t0304x0031y0143ps64.tif
466,,,,30400310143.0
467,,,,[1]
468,,,,t0695x0415y0079ps64.tif
469,,,,69504150079.0
470,,,,[0]
471,,,,t0941x0159y0079ps64.tif
472,,,,94101590079.0
473,,,,[1]
474,,,,t0253x0287y0143ps64.tif
475,,,,25302870143.0
476,,,,[0]
477,,,,t0374x0095y0079ps64.tif
478,,,,37400950079.0
479,,,,[0]
480,,,,t0159x0223y0143ps64.tif
481,,,,15902230143.0
482,,,,[0]
483,,,,t0390x0415y0079ps64.tif
484,,,,39004150079.0
485,,,,[0]
486,,,,t0726x0223y0079ps64.tif
487,,,,72602230079.0
488,,,,[0]
489,,,,t0833x0351y0143ps64.tif
490,,,,83303510143.0
491,,,,[0]
492,,,,t0671x0095y0079ps64.tif
493,,,,67100950079.0
494,,,,[1]
495,,,,t0756x0287y0143ps64.tif
496,,,,75602870143.0
497,,,,[0]
498,,,,t0575x0415y0079ps64.tif
499,,,,57504150079.0
500,,,,[0]
501,,,,t0446x0351y0079ps64.tif
502,,,,44603510079.0
503,,,,[0]
504,,,,t0609x0159y0207ps64.tif
505,,,,60901590207.0
506,,,,[1]
507,,,,t0604x0287y0015ps64.tif
508,,,,60402870015.0
509,,,,[2]
510,,,,t0031x0159y0143ps64.tif
511,,,,3101590143.0
512,,,,[1]
513,,,,t0094x0095y0079ps64.tif
514,,,,9400950079.0
515,,,,[1]
516,,,,t0481x0223y0207ps64.tif
517,,,,48102230207.0
518,,,,[1]
519,,,,t0829x0223y0079ps64.tif
520,,,,82902230079.0
521,,,,[0]
522,,,,t0534x0159y0143ps64.tif
523,,,,53401590143.0
524,,,,[1]
525,,,,t0301x0287y0015ps64.tif
526,,,,30102870015.0
527,,,,[2]
528,,,,t0070x0415y0079ps64.tif
529,,,,7004150079.0
530,,,,[1]
531,,,,t0143x0351y0079ps64.tif
532,,,,14303510079.0
533,,,,[0]
534,,,,t0239x0351y0143ps64.tif
535,,,,23903510143.0
536,,,,[0]
537,,,,t0591x0095y0079ps64.tif
538,,,,59100950079.0
539,,,,[0]
540,,,,t0656x0095y0143ps64.tif
541,,,,65600950143.0
542,,,,[1]
543,,,,t0533x0351y0015ps64.tif
544,,,,53303510015.0
545,,,,[2]
546,,,,t0589x0159y0143ps64.tif
547,,,,58901590143.0
548,,,,[0]
549,,,,t0771x0287y0079ps64.tif
550,,,,77102870079.0
551,,,,[0]
552,,,,t0284x0351y0143ps64.tif
553,,,,28403510143.0
554,,,,[0]
555,,,,t0233x0287y0207ps64.tif
556,,,,23302870207.0
557,,,,[0]
558,,,,t0701x0223y0143ps64.tif
559,,,,70102230143.0
560,,,,[1]
561,,,,t0814x0351y0079ps64.tif
562,,,,81403510079.0
563,,,,[0]
564,,,,t0274x0287y0079ps64.tif
565,,,,27402870079.0
566,,,,[0]
567,,,,t0059x0031y0143ps64.tif
568,,,,5900310143.0
569,,,,[1]
570,,,,t0353x0095y0143ps64.tif
571,,,,35300950143.0
572,,,,[1]
573,,,,t0029x0095y0079ps64.tif
574,,,,2900950079.0
575,,,,[0]
576,,,,t0204x0223y0143ps64.tif
577,,,,20402230143.0
578,,,,[0]
579,,,,t0966x0159y0143ps64.tif
580,,,,96601590143.0
581,,,,[1]
582,,,,t0736x0287y0207ps64.tif
583,,,,73602870207.0
584,,,,[0]
585,,,,t0781x0351y0143ps64.tif
586,,,,78103510143.0
587,,,,[1]
588,,,,t0894x0223y0079ps64.tif
589,,,,89402230079.0
590,,,,[0]
591,,,,t0323x0031y0079ps64.tif
592,,,,32300310079.0
593,,,,[1]
594,,,,t0491x0287y0079ps64.tif
595,,,,49102870079.0
596,,,,[0]
597,,,,t0669x0159y0143ps64.tif
598,,,,66901590143.0
599,,,,[1]
600,,,,t0230x0351y0079ps64.tif
601,,,,23003510079.0
602,,,,[0]
603,,,,t0072x0287y0015ps64.tif
604,,,,7202870015.0
605,,,,[2]
606,,,,t0598x0095y0143ps64.tif
607,,,,59800950143.0
608,,,,[1]
609,,,,t0647x0159y0143ps64.tif
610,,,,64701590143.0
611,,,,[1]
612,,,,t0642x0223y0015ps64.tif
613,,,,64202230015.0
614,,,,[2]
615,,,,t0185x0287y0079ps64.tif
616,,,,18502870079.0
617,,,,[0]
618,,,,t0639x0415y0079ps64.tif
619,,,,63904150079.0
620,,,,[0]
621,,,,t0545x0159y0207ps64.tif
622,,,,54501590207.0
623,,,,[0]
624,,,,t0548x0287y0015ps64.tif
625,,,,54802870015.0
626,,,,[2]
627,,,,t0007x0159y0079ps64.tif
628,,,,701590079.0
629,,,,[1]
630,,,,t0543x0415y0143ps64.tif
631,,,,54304150143.0
632,,,,[1]
633,,,,t0470x0351y0143ps64.tif
634,,,,47003510143.0
635,,,,[1]
636,,,,t0678x0159y0143ps64.tif
637,,,,67801590143.0
638,,,,[1]
639,,,,t0480x0287y0079ps64.tif
640,,,,48002870079.0
641,,,,[0]
642,,,,t0175x0351y0143ps64.tif
643,,,,17503510143.0
644,,,,[1]
645,,,,t0502x0159y0079ps64.tif
646,,,,50201590079.0
647,,,,[1]
648,,,,t0342x0095y0143ps64.tif
649,,,,34200950143.0
650,,,,[1]
651,,,,t0265x0287y0079ps64.tif
652,,,,26502870079.0
653,,,,[0]
654,,,,t0048x0031y0143ps64.tif
655,,,,4800310143.0
656,,,,[1]
657,,,,t0977x0159y0143ps64.tif
658,,,,97701590143.0
659,,,,[0]
660,,,,t0727x0287y0207ps64.tif
661,,,,72702870207.0
662,,,,[0]
663,,,,t0790x0351y0143ps64.tif
664,,,,79003510143.0
665,,,,[1]
666,,,,t0885x0223y0079ps64.tif
667,,,,88502230079.0
668,,,,[0]
669,,,,t0038x0095y0079ps64.tif
670,,,,3800950079.0
671,,,,[1]
672,,,,t0215x0223y0143ps64.tif
673,,,,21502230143.0
674,,,,[0]
675,,,,t0760x0287y0079ps64.tif
676,,,,76002870079.0
677,,,,[0]
678,,,,t0647x0095y0143ps64.tif
679,,,,64700950143.0
680,,,,[1]
681,,,,t0522x0351y0015ps64.tif
682,,,,52203510015.0
683,,,,[2]
684,,,,t0598x0159y0143ps64.tif
685,,,,59801590143.0
686,,,,[0]
687,,,,t0710x0223y0143ps64.tif
688,,,,71002230143.0
689,,,,[0]
690,,,,t0805x0351y0079ps64.tif
691,,,,80503510079.0
692,,,,[0]
693,,,,t0295x0351y0143ps64.tif
694,,,,29503510143.0
695,,,,[0]
696,,,,t0222x0287y0207ps64.tif
697,,,,22202870207.0
698,,,,[0]
699,,,,t0061x0415y0079ps64.tif
700,,,,6104150079.0
701,,,,[0]
702,,,,t0152x0351y0079ps64.tif
703,,,,15203510079.0
704,,,,[0]
705,,,,t0525x0159y0143ps64.tif
706,,,,52501590143.0
707,,,,[1]
708,,,,t0310x0287y0015ps64.tif
709,,,,31002870015.0
710,,,,[2]
711,,,,t0580x0095y0079ps64.tif
712,,,,58000950079.0
713,,,,[1]
714,,,,t0228x0351y0143ps64.tif
715,,,,22803510143.0
716,,,,[0]
717,,,,t0618x0159y0207ps64.tif
718,,,,61801590207.0
719,,,,[0]
720,,,,t0615x0287y0015ps64.tif
721,,,,61502870015.0
722,,,,[0]
723,,,,t0020x0159y0143ps64.tif
724,,,,2001590143.0
725,,,,[1]
726,,,,t0564x0415y0079ps64.tif
727,,,,56404150079.0
728,,,,[0]
729,,,,t0457x0351y0079ps64.tif
730,,,,45703510079.0
731,,,,[0]
732,,,,t0838x0223y0079ps64.tif
733,,,,83802230079.0
734,,,,[0]
735,,,,t0085x0095y0079ps64.tif
736,,,,8500950079.0
737,,,,[1]
738,,,,t0490x0223y0207ps64.tif
739,,,,49002230207.0
740,,,,[1]
741,,,,t0737x0223y0079ps64.tif
742,,,,73702230079.0
743,,,,[0]
744,,,,t0822x0351y0143ps64.tif
745,,,,82203510143.0
746,,,,[1]
747,,,,t0381x0415y0079ps64.tif
748,,,,38104150079.0
749,,,,[0]
750,,,,t0747x0287y0143ps64.tif
751,,,,74702870143.0
752,,,,[0]
753,,,,t0660x0095y0079ps64.tif
754,,,,66000950079.0
755,,,,[1]
756,,,,t0138x0287y0079ps64.tif
757,,,,13802870079.0
758,,,,[0]
759,,,,t0315x0031y0143ps64.tif
760,,,,31500310143.0
761,,,,[1]
762,,,,t0684x0415y0079ps64.tif
763,,,,68404150079.0
764,,,,[1]
765,,,,t0950x0159y0079ps64.tif
766,,,,95001590079.0
767,,,,[1]
768,,,,t0232x0223y0079ps64.tif
769,,,,23202230079.0
770,,,,[1]
771,,,,t0365x0095y0079ps64.tif
772,,,,36500950079.0
773,,,,[1]
774,,,,t0148x0223y0143ps64.tif
775,,,,14802230143.0
776,,,,[2]
777,,,,t0242x0287y0143ps64.tif
778,,,,24202870143.0
779,,,,[0]
780,,,,t0504x0351y0079ps64.tif
781,,,,50403510079.0
782,,,,[0]
783,,,,t0437x0415y0079ps64.tif
784,,,,43704150079.0
785,,,,[0]
786,,,,t0173x0159y0143ps64.tif
787,,,,17301590143.0
788,,,,[1]
789,,,,t0081x0223y0079ps64.tif
790,,,,8102230079.0
791,,,,[2]
792,,,,t0746x0287y0015ps64.tif
793,,,,74602870015.0
794,,,,[2]
795,,,,t0209x0159y0079ps64.tif
796,,,,20901590079.0
797,,,,[1]
798,,,,t0899x0159y0143ps64.tif
799,,,,89901590143.0
800,,,,[0]
801,,,,t0584x0223y0079ps64.tif
802,,,,58402230079.0
803,,,,[0]
804,,,,t0243x0287y0015ps64.tif
805,,,,24302870015.0
806,,,,[2]
807,,,,t0476x0159y0143ps64.tif
808,,,,47601590143.0
809,,,,[0]
810,,,,t0001x0351y0079ps64.tif
811,,,,103510079.0
812,,,,[0]
813,,,,t0132x0415y0079ps64.tif
814,,,,13204150079.0
815,,,,[1]
816,,,,t0248x0415y0143ps64.tif
817,,,,24804150143.0
818,,,,[1]
819,,,,t0293x0159y0143ps64.tif
820,,,,29301590143.0
821,,,,[1]
822,,,,t0361x0223y0079ps64.tif
823,,,,36102230079.0
824,,,,[1]
825,,,,t0229x0351y0015ps64.tif
826,,,,22903510015.0
827,,,,[2]
828,,,,t0803x0159y0079ps64.tif
829,,,,80301590079.0
830,,,,[1]
831,,,,t0529x0287y0207ps64.tif
832,,,,52902870207.0
833,,,,[1]
834,,,,t0311x0287y0143ps64.tif
835,,,,31102870143.0
836,,,,[0]
837,,,,t0623x0223y0207ps64.tif
838,,,,62302230207.0
839,,,,[1]
840,,,,t0236x0095y0079ps64.tif
841,,,,23600950079.0
842,,,,[1]
843,,,,t0981x0287y0079ps64.tif
844,,,,98102870079.0
845,,,,[1]
846,,,,t0449x0095y0143ps64.tif
847,,,,44900950143.0
848,,,,[0]
849,,,,t0664x0223y0079ps64.tif
850,,,,66402230079.0
851,,,,[1]
852,,,,t0971x0351y0143ps64.tif
853,,,,97103510143.0
854,,,,[0]
855,,,,t0796x0159y0143ps64.tif
856,,,,79601590143.0
857,,,,[1]
858,,,,t0733x0095y0079ps64.tif
859,,,,73300950079.0
860,,,,[0]
861,,,,t0326x0223y0207ps64.tif
862,,,,32602230207.0
863,,,,[1]
864,,,,t0849x0287y0015ps64.tif
865,,,,84902870015.0
866,,,,[2]
867,,,,t0614x0287y0143ps64.tif
868,,,,61402870143.0
869,,,,[1]
870,,,,t0451x0159y0079ps64.tif
871,,,,45101590079.0
872,,,,[1]
873,,,,t0091x0287y0207ps64.tif
874,,,,9102870207.0
875,,,,[0]
876,,,,t0026x0351y0143ps64.tif
877,,,,2603510143.0
878,,,,[0]
879,,,,t0416x0159y0207ps64.tif
880,,,,41601590207.0
881,,,,[0]
882,,,,t0294x0351y0015ps64.tif
883,,,,29403510015.0
884,,,,[2]
885,,,,t0659x0351y0079ps64.tif
886,,,,65903510079.0
887,,,,[1]
888,,,,t0711x0223y0015ps64.tif
889,,,,71102230015.0
890,,,,[2]
891,,,,t0523x0351y0143ps64.tif
892,,,,52303510143.0
893,,,,[1]
894,,,,t0594x0287y0207ps64.tif
895,,,,59402870207.0
896,,,,[0]
897,,,,t0154x0159y0079ps64.tif
898,,,,15401590079.0
899,,,,[2]
900,,,,t0879x0351y0143ps64.tif
901,,,,87903510143.0
902,,,,[0]
903,,,,t0416x0223y0143ps64.tif
904,,,,41602230143.0
905,,,,[0]
906,,,,t0193x0351y0143ps64.tif
907,,,,19303510143.0
908,,,,[1]
909,,,,t0124x0287y0207ps64.tif
910,,,,12402870207.0
911,,,,[0]
912,,,,t0269x0223y0079ps64.tif
913,,,,26902230079.0
914,,,,[1]
915,,,,t0044x0095y0143ps64.tif
916,,,,4400950143.0
917,,,,[0]
918,,,,t0321x0351y0015ps64.tif
919,,,,32103510015.0
920,,,,[2]
921,,,,t0163x0287y0079ps64.tif
922,,,,16302870079.0
923,,,,[1]
924,,,,t0496x0351y0143ps64.tif
925,,,,49603510143.0
926,,,,[0]
927,,,,t0219x0287y0143ps64.tif
928,,,,21902870143.0
929,,,,[0]
930,,,,t0113x0223y0143ps64.tif
931,,,,11302230143.0
932,,,,[0]
933,,,,t0889x0287y0079ps64.tif
934,,,,88902870079.0
935,,,,[0]
936,,,,t0109x0351y0079ps64.tif
937,,,,10903510079.0
938,,,,[1]
939,,,,t0786x0287y0079ps64.tif
940,,,,78602870079.0
941,,,,[0]
942,,,,t0340x0415y0143ps64.tif
943,,,,34004150143.0
944,,,,[1]
945,,,,t0273x0351y0143ps64.tif
946,,,,27303510143.0
947,,,,[0]
948,,,,t0604x0159y0079ps64.tif
949,,,,60401590079.0
950,,,,[1]
951,,,,t0544x0223y0015ps64.tif
952,,,,54402230015.0
953,,,,[2]
954,,,,t0934x0095y0079ps64.tif
955,,,,93400950079.0
956,,,,[0]
957,,,,t0283x0287y0079ps64.tif
958,,,,28302870079.0
959,,,,[0]
960,,,,t0189x0223y0079ps64.tif
961,,,,18902230079.0
962,,,,[2]
963,,,,t0643x0159y0207ps64.tif
964,,,,64301590207.0
965,,,,[1]
966,,,,t0301x0159y0079ps64.tif
967,,,,30101590079.0
968,,,,[1]
969,,,,t0991x0159y0143ps64.tif
970,,,,99101590143.0
971,,,,[1]
972,,,,t0645x0415y0143ps64.tif
973,,,,64504150143.0
974,,,,[1]
975,,,,t0776x0351y0143ps64.tif
976,,,,77603510143.0
977,,,,[0]
978,,,,t0863x0223y0079ps64.tif
979,,,,86302230079.0
980,,,,[0]
981,,,,t0989x0095y0079ps64.tif
982,,,,98900950079.0
983,,,,[1]
984,,,,t0582x0415y0079ps64.tif
985,,,,58204150079.0
986,,,,[0]
987,,,,t0134x0223y0079ps64.tif
988,,,,13402230079.0
989,,,,[2]
990,,,,t0319x0095y0143ps64.tif
991,,,,31900950143.0
992,,,,[1]
993,,,,t0063x0095y0079ps64.tif
994,,,,6300950079.0
995,,,,[2]
996,,,,t0476x0223y0207ps64.tif
