,title,labelnumber,cluster_ID,0
346,,,,67103510015.0
347,,,,[1]
348,,,,t0443x0223y0143ps64.tif
349,,,,44302230143.0
350,,,,[0]
351,,,,t0749x0287y0143ps64.tif
352,,,,74902870143.0
353,,,,[0]
354,,,,t0171x0287y0207ps64.tif
355,,,,17102870207.0
356,,,,[0]
357,,,,t0459x0351y0079ps64.tif
358,,,,45903510079.0
359,,,,[0]
360,,,,t0961x0095y0079ps64.tif
361,,,,96100950079.0
362,,,,[0]
363,,,,t0511x0223y0015ps64.tif
364,,,,51102230015.0
365,,,,[1]
366,,,,t0616x0159y0207ps64.tif
367,,,,61601590207.0
368,,,,[0]
369,,,,t0354x0159y0079ps64.tif
370,,,,35401590079.0
371,,,,[0]
372,,,,t0610x0415y0143ps64.tif
373,,,,61004150143.0
374,,,,[0]
375,,,,t0723x0351y0143ps64.tif
376,,,,72303510143.0
377,,,,[0]
378,,,,t0836x0223y0079ps64.tif
379,,,,83602230079.0
380,,,,[0]
381,,,,t0591x0351y0015ps64.tif
382,,,,59103510015.0
383,,,,[1]
384,,,,t0315x0415y0143ps64.tif
385,,,,31504150143.0
386,,,,[0]
387,,,,t0226x0351y0143ps64.tif
388,,,,22603510143.0
389,,,,[0]
390,,,,t0291x0287y0207ps64.tif
391,,,,29102870207.0
392,,,,[0]
393,,,,t0985x0415y0079ps64.tif
394,,,,98504150079.0
395,,,,[0]
396,,,,t0651x0159y0079ps64.tif
397,,,,65101590079.0
398,,,,[0]
399,,,,t0596x0159y0143ps64.tif
400,,,,59601590143.0
401,,,,[0]
402,,,,t0649x0095y0143ps64.tif
403,,,,64900950143.0
404,,,,[0]
405,,,,t0464x0223y0079ps64.tif
406,,,,46402230079.0
407,,,,[0]
408,,,,t0414x0287y0143ps64.tif
409,,,,41402870143.0
410,,,,[0]
411,,,,t0533x0095y0079ps64.tif
412,,,,53300950079.0
413,,,,[0]
414,,,,t0046x0031y0143ps64.tif
415,,,,4600310143.0
416,,,,[0]
417,,,,t0161x0223y0079ps64.tif
418,,,,16102230079.0
419,,,,[0]
420,,,,t0093x0159y0143ps64.tif
421,,,,9301590143.0
422,,,,[0]
423,,,,t0036x0095y0079ps64.tif
424,,,,3600950079.0
425,,,,[0]
426,,,,t0423x0223y0207ps64.tif
427,,,,42302230207.0
428,,,,[0]
429,,,,t0111x0287y0143ps64.tif
430,,,,11102870143.0
431,,,,[0]
432,,,,t0979x0159y0143ps64.tif
433,,,,97901590143.0
434,,,,[0]
435,,,,t0729x0287y0207ps64.tif
436,,,,72902870207.0
437,,,,[0]
438,,,,t0332x0415y0079ps64.tif
439,,,,33204150079.0
440,,,,[0]
441,,,,t0201x0351y0079ps64.tif
442,,,,20103510079.0
443,,,,[0]
444,,,,t0676x0159y0143ps64.tif
445,,,,67601590143.0
446,,,,[0]
447,,,,t0043x0287y0015ps64.tif
448,,,,4302870015.0
449,,,,[1]
450,,,,t0784x0223y0079ps64.tif
451,,,,78402230079.0
452,,,,[0]
453,,,,t0891x0351y0143ps64.tif
454,,,,89103510143.0
455,,,,[0]
456,,,,t0546x0287y0015ps64.tif
457,,,,54602870015.0
458,,,,[1]
459,,,,t0281x0223y0079ps64.tif
460,,,,28102230079.0
461,,,,[0]
462,,,,t0373x0159y0143ps64.tif
463,,,,37301590143.0
464,,,,[0]
465,,,,t0637x0415y0079ps64.tif
466,,,,63704150079.0
467,,,,[0]
468,,,,t0704x0351y0079ps64.tif
469,,,,70403510079.0
470,,,,[0]
471,,,,t0811x0223y0143ps64.tif
472,,,,81102230143.0
473,,,,[0]
474,,,,t0861x0287y0079ps64.tif
475,,,,86102870079.0
476,,,,[0]
477,,,,t0009x0159y0079ps64.tif
478,,,,901590079.0
479,,,,[0]
480,,,,t0585x0351y0143ps64.tif
481,,,,58503510143.0
482,,,,[0]
483,,,,t0532x0287y0207ps64.tif
484,,,,53202870207.0
485,,,,[0]
486,,,,t0000x0223y0143ps64.tif
487,,,,2230143.0
488,,,,[0]
489,,,,t0638x0223y0207ps64.tif
490,,,,63802230207.0
491,,,,[0]
492,,,,t0232x0351y0015ps64.tif
493,,,,23203510015.0
494,,,,[1]
495,,,,t0157x0095y0143ps64.tif
496,,,,15700950143.0
497,,,,[1]
498,,,,t0288x0159y0143ps64.tif
499,,,,28801590143.0
500,,,,[0]
501,,,,t0070x0287y0079ps64.tif
502,,,,7002870079.0
503,,,,[0]
504,,,,t0818x0159y0079ps64.tif
505,,,,81801590079.0
506,,,,[0]
507,,,,t0505x0223y0143ps64.tif
508,,,,50502230143.0
509,,,,[0]
510,,,,t0728x0095y0079ps64.tif
511,,,,72800950079.0
512,,,,[0]
513,,,,t0852x0287y0015ps64.tif
514,,,,85202870015.0
515,,,,[1]
516,,,,t0080x0351y0143ps64.tif
517,,,,8003510143.0
518,,,,[0]
519,,,,t0575x0287y0079ps64.tif
520,,,,57502870079.0
521,,,,[0]
522,,,,t0452x0095y0143ps64.tif
523,,,,45200950143.0
524,,,,[0]
525,,,,t0212x0159y0079ps64.tif
526,,,,21201590079.0
527,,,,[0]
528,,,,t0970x0223y0079ps64.tif
529,,,,97002230079.0
530,,,,[0]
531,,,,t0665x0351y0143ps64.tif
532,,,,66503510143.0
533,,,,[0]
534,,,,t0882x0159y0143ps64.tif
535,,,,88201590143.0
536,,,,[0]
537,,,,t0390x0287y0079ps64.tif
538,,,,39002870079.0
539,,,,[0]
540,,,,t0900x0287y0143ps64.tif
541,,,,90002870143.0
542,,,,[0]
543,,,,t0168x0159y0143ps64.tif
544,,,,16801590143.0
545,,,,[0]
546,,,,t0558x0351y0207ps64.tif
547,,,,55803510207.0
548,,,,[0]
549,,,,t0360x0351y0143ps64.tif
550,,,,36003510143.0
551,,,,[0]
552,,,,t0253x0415y0143ps64.tif
553,,,,25304150143.0
554,,,,[0]
555,,,,t0717x0159y0079ps64.tif
556,,,,71701590079.0
557,,,,[0]
558,,,,t0258x0287y0015ps64.tif
559,,,,25802870015.0
560,,,,[1]
561,,,,t0129x0415y0079ps64.tif
562,,,,12904150079.0
563,,,,[0]
564,,,,t0695x0287y0079ps64.tif
565,,,,69502870079.0
566,,,,[0]
567,,,,t0552x0287y0143ps64.tif
568,,,,55202870143.0
569,,,,[0]
570,,,,t0658x0223y0143ps64.tif
571,,,,65802230143.0
572,,,,[0]
573,,,,t0475x0095y0079ps64.tif
574,,,,47500950079.0
575,,,,[0]
576,,,,t0522x0223y0079ps64.tif
577,,,,52202230079.0
578,,,,[0]
579,,,,t0194x0415y0079ps64.tif
580,,,,19404150079.0
581,,,,[0]
582,,,,t0628x0287y0079ps64.tif
583,,,,62802870079.0
584,,,,[0]
585,,,,t0565x0223y0207ps64.tif
586,,,,56502230207.0
587,,,,[0]
588,,,,t0170x0095y0079ps64.tif
589,,,,17000950079.0
590,,,,[1]
591,,,,t0057x0287y0143ps64.tif
592,,,,5702870143.0
593,,,,[0]
594,,,,t0491x0415y0079ps64.tif
595,,,,49104150079.0
596,,,,[0]
597,,,,t0027x0223y0079ps64.tif
598,,,,2702230079.0
599,,,,[0]
600,,,,t0795x0095y0079ps64.tif
601,,,,79500950079.0
602,,,,[0]
603,,,,t0347x0351y0079ps64.tif
604,,,,34703510079.0
605,,,,[0]
606,,,,t0274x0415y0079ps64.tif
607,,,,27404150079.0
608,,,,[0]
609,,,,t0105x0287y0015ps64.tif
610,,,,10502870015.0
611,,,,[1]
612,,,,t0730x0159y0143ps64.tif
613,,,,73001590143.0
614,,,,[0]
615,,,,t0538x0351y0143ps64.tif
616,,,,53803510143.0
617,,,,[0]
618,,,,t0685x0223y0207ps64.tif
619,,,,68502230207.0
620,,,,[0]
621,,,,t0927x0287y0079ps64.tif
622,,,,92702870079.0
623,,,,[0]
624,,,,t0290x0095y0079ps64.tif
625,,,,29000950079.0
626,,,,[0]
627,,,,t0235x0159y0143ps64.tif
628,,,,23501590143.0
629,,,,[0]
630,,,,t0400x0287y0015ps64.tif
631,,,,40002870015.0
632,,,,[1]
633,,,,t0957x0223y0143ps64.tif
634,,,,95702230143.0
635,,,,[0]
636,,,,t0642x0351y0079ps64.tif
637,,,,64203510079.0
638,,,,[0]
639,,,,t0329x0031y0079ps64.tif
640,,,,32900310079.0
641,,,,[0]
642,,,,t0104x0287y0143ps64.tif
643,,,,10402870143.0
644,,,,[0]
645,,,,t0023x0095y0079ps64.tif
646,,,,2300950079.0
647,,,,[0]
648,,,,t0436x0223y0207ps64.tif
649,,,,43602230207.0
650,,,,[0]
651,,,,t0174x0223y0079ps64.tif
652,,,,17402230079.0
653,,,,[0]
654,,,,t0359x0095y0143ps64.tif
655,,,,35900950143.0
656,,,,[0]
657,,,,t0086x0159y0143ps64.tif
658,,,,8601590143.0
659,,,,[0]
660,,,,t0053x0031y0143ps64.tif
661,,,,5300310143.0
662,,,,[0]
663,,,,t0526x0095y0079ps64.tif
664,,,,52600950079.0
665,,,,[0]
666,,,,t0239x0287y0207ps64.tif
667,,,,23902870207.0
668,,,,[0]
669,,,,t0401x0287y0143ps64.tif
670,,,,40102870143.0
671,,,,[0]
672,,,,t0583x0159y0143ps64.tif
673,,,,58301590143.0
674,,,,[0]
675,,,,t0539x0351y0015ps64.tif
676,,,,53903510015.0
677,,,,[1]
678,,,,t0471x0223y0079ps64.tif
679,,,,47102230079.0
680,,,,[0]
681,,,,t0874x0287y0079ps64.tif
682,,,,87402870079.0
683,,,,[0]
684,,,,t0558x0415y0143ps64.tif
685,,,,55804150143.0
686,,,,[0]
687,,,,t0622x0415y0079ps64.tif
688,,,,62204150079.0
689,,,,[0]
690,,,,t0659x0223y0015ps64.tif
691,,,,65902230015.0
692,,,,[1]
693,,,,t0804x0223y0143ps64.tif
694,,,,80402230143.0
695,,,,[0]
696,,,,t0711x0351y0079ps64.tif
697,,,,71103510079.0
698,,,,[0]
699,,,,t0553x0287y0015ps64.tif
700,,,,55302870015.0
701,,,,[1]
702,,,,t0294x0223y0079ps64.tif
703,,,,29402230079.0
704,,,,[0]
705,,,,t0366x0159y0143ps64.tif
706,,,,36601590143.0
707,,,,[0]
708,,,,t0519x0159y0079ps64.tif
709,,,,51901590079.0
710,,,,[0]
711,,,,t0663x0159y0143ps64.tif
712,,,,66301590143.0
713,,,,[0]
714,,,,t0056x0287y0015ps64.tif
715,,,,5602870015.0
716,,,,[1]
717,,,,t0884x0351y0143ps64.tif
718,,,,88403510143.0
719,,,,[0]
720,,,,t0791x0223y0079ps64.tif
721,,,,79102230079.0
722,,,,[0]
723,,,,t0327x0415y0079ps64.tif
724,,,,32704150079.0
725,,,,[0]
726,,,,t0214x0351y0079ps64.tif
727,,,,21403510079.0
728,,,,[0]
729,,,,t0164x0287y0207ps64.tif
730,,,,16402870207.0
731,,,,[0]
732,,,,t0456x0223y0143ps64.tif
733,,,,45602230143.0
734,,,,[0]
735,,,,t0664x0351y0015ps64.tif
736,,,,66403510015.0
737,,,,[1]
738,,,,t0839x0351y0143ps64.tif
739,,,,83903510143.0
740,,,,[0]
741,,,,t0501x0095y0143ps64.tif
742,,,,50100950143.0
743,,,,[0]
744,,,,t0426x0287y0079ps64.tif
745,,,,42602870079.0
746,,,,[0]
747,,,,t0153x0223y0143ps64.tif
748,,,,15302230143.0
749,,,,[2]
750,,,,t0259x0287y0143ps64.tif
751,,,,25902870143.0
752,,,,[0]
753,,,,t0123x0287y0079ps64.tif
754,,,,12302870079.0
755,,,,[0]
756,,,,t0361x0351y0015ps64.tif
757,,,,36103510015.0
758,,,,[1]
759,,,,t0229x0223y0079ps64.tif
760,,,,22902230079.0
761,,,,[0]
762,,,,t0004x0095y0143ps64.tif
763,,,,400950143.0
764,,,,[0]
765,,,,t0990x0415y0079ps64.tif
766,,,,99004150079.0
767,,,,[0]
768,,,,t0644x0159y0079ps64.tif
769,,,,64401590079.0
770,,,,[0]
771,,,,t0300x0415y0143ps64.tif
772,,,,30004150143.0
773,,,,[0]
774,,,,t0233x0351y0143ps64.tif
775,,,,23303510143.0
776,,,,[0]
777,,,,t0284x0287y0207ps64.tif
778,,,,28402870207.0
779,,,,[0]
780,,,,t0149x0351y0079ps64.tif
781,,,,14903510079.0
782,,,,[0]
783,,,,t0584x0351y0015ps64.tif
784,,,,58403510015.0
785,,,,[1]
786,,,,t0605x0415y0143ps64.tif
787,,,,60504150143.0
788,,,,[0]
789,,,,t0823x0223y0079ps64.tif
790,,,,82302230079.0
791,,,,[0]
792,,,,t0736x0351y0143ps64.tif
793,,,,73603510143.0
794,,,,[0]
795,,,,t0341x0159y0079ps64.tif
796,,,,34101590079.0
797,,,,[0]
798,,,,t0603x0159y0207ps64.tif
799,,,,60301590207.0
800,,,,[0]
801,,,,t0504x0223y0015ps64.tif
802,,,,50402230015.0
803,,,,[1]
804,,,,t0974x0095y0079ps64.tif
805,,,,97400950079.0
806,,,,[0]
807,,,,t0076x0287y0143ps64.tif
808,,,,7602870143.0
809,,,,[0]
810,,,,t0151x0095y0079ps64.tif
811,,,,15100950079.0
812,,,,[0]
813,,,,t0544x0223y0207ps64.tif
814,,,,54402230207.0
815,,,,[0]
816,,,,t0006x0223y0079ps64.tif
817,,,,602230079.0
818,,,,[0]
819,,,,t0583x0351y0079ps64.tif
820,,,,58303510079.0
821,,,,[0]
822,,,,t0454x0095y0079ps64.tif
823,,,,45400950079.0
824,,,,[0]
825,,,,t0679x0223y0143ps64.tif
826,,,,67902230143.0
827,,,,[0]
828,,,,t0573x0287y0143ps64.tif
829,,,,57302870143.0
830,,,,[0]
831,,,,t0086x0351y0079ps64.tif
832,,,,8603510079.0
833,,,,[0]
834,,,,t0609x0287y0079ps64.tif
835,,,,60902870079.0
836,,,,[0]
837,,,,t0503x0223y0079ps64.tif
838,,,,50302230079.0
839,,,,[0]
840,,,,t0906x0287y0079ps64.tif
841,,,,90602870079.0
842,,,,[0]
843,,,,t0519x0351y0143ps64.tif
844,,,,51903510143.0
845,,,,[0]
846,,,,t0396x0287y0143ps64.tif
847,,,,39602870143.0
848,,,,[0]
849,,,,t0750x0415y0079ps64.tif
850,,,,75004150079.0
851,,,,[0]
852,,,,t0976x0223y0143ps64.tif
853,,,,97602230143.0
854,,,,[0]
855,,,,t0663x0351y0079ps64.tif
856,,,,66303510079.0
857,,,,[0]
858,,,,t0884x0159y0079ps64.tif
859,,,,88401590079.0
860,,,,[0]
861,,,,t0421x0287y0015ps64.tif
862,,,,42102870015.0
863,,,,[1]
864,,,,t0214x0159y0143ps64.tif
865,,,,21401590143.0
866,,,,[0]
867,,,,t0693x0287y0143ps64.tif
868,,,,69302870143.0
869,,,,[0]
870,,,,t0599x0223y0143ps64.tif
871,,,,59902230143.0
872,,,,[0]
873,,,,t0711x0159y0143ps64.tif
874,,,,71101590143.0
875,,,,[0]
876,,,,t0124x0287y0015ps64.tif
877,,,,12402870015.0
878,,,,[1]
879,,,,t0255x0415y0079ps64.tif
880,,,,25504150079.0
881,,,,[0]
882,,,,t0366x0351y0079ps64.tif
883,,,,36603510079.0
884,,,,[0]
885,,,,t0873x0287y0015ps64.tif
886,,,,87302870015.0
887,,,,[1]
888,,,,t0016x0287y0207ps64.tif
889,,,,1602870207.0
890,,,,[0]
891,,,,t0709x0095y0079ps64.tif
892,,,,70900950079.0
893,,,,[0]
894,,,,t0524x0223y0143ps64.tif
895,,,,52402230143.0
896,,,,[0]
897,,,,t0716x0351y0015ps64.tif
898,,,,71603510015.0
899,,,,[1]
900,,,,t0473x0095y0143ps64.tif
901,,,,47300950143.0
902,,,,[0]
903,,,,t0554x0287y0079ps64.tif
904,,,,55402870079.0
905,,,,[0]
906,,,,t0619x0223y0207ps64.tif
907,,,,61902230207.0
908,,,,[0]
909,,,,t0021x0223y0143ps64.tif
910,,,,2102230143.0
911,,,,[0]
912,,,,t0513x0287y0207ps64.tif
913,,,,51302870207.0
914,,,,[0]
915,,,,t0051x0287y0079ps64.tif
916,,,,5102870079.0
917,,,,[0]
918,,,,t0491x0159y0207ps64.tif
919,,,,49101590207.0
920,,,,[0]
921,,,,t0176x0095y0143ps64.tif
922,,,,17600950143.0
923,,,,[1]
924,,,,t0736x0159y0079ps64.tif
925,,,,73601590079.0
926,,,,[0]
927,,,,t0272x0415y0143ps64.tif
928,,,,27204150143.0
929,,,,[0]
930,,,,t0341x0351y0143ps64.tif
931,,,,34103510143.0
932,,,,[0]
933,,,,t0108x0415y0079ps64.tif
934,,,,10804150079.0
935,,,,[0]
936,,,,t0279x0287y0015ps64.tif
937,,,,27902870015.0
938,,,,[1]
939,,,,t0951x0223y0079ps64.tif
940,,,,95102230079.0
941,,,,[0]
942,,,,t0644x0351y0143ps64.tif
943,,,,64403510143.0
944,,,,[0]
945,,,,t0149x0159y0143ps64.tif
946,,,,14901590143.0
947,,,,[0]
948,,,,t0296x0095y0143ps64.tif
949,,,,29600950143.0
950,,,,[0]
951,,,,t0806x0095y0079ps64.tif
952,,,,80600950079.0
953,,,,[0]
954,,,,t0278x0287y0143ps64.tif
955,,,,27802870143.0
956,,,,[0]
957,,,,t0172x0223y0143ps64.tif
958,,,,17202230143.0
959,,,,[2]
960,,,,t0080x0159y0079ps64.tif
961,,,,8001590079.0
962,,,,[0]
963,,,,t0340x0351y0015ps64.tif
964,,,,34003510015.0
965,,,,[1]
966,,,,t0025x0095y0143ps64.tif
967,,,,2500950143.0
968,,,,[0]
969,,,,t0208x0223y0079ps64.tif
970,,,,20802230079.0
971,,,,[0]
972,,,,t0898x0223y0143ps64.tif
973,,,,89802230143.0
974,,,,[0]
975,,,,t0102x0287y0079ps64.tif
976,,,,10202870079.0
977,,,,[0]
978,,,,t0585x0159y0079ps64.tif
979,,,,58501590079.0
980,,,,[0]
981,,,,t0477x0223y0143ps64.tif
982,,,,47702230143.0
983,,,,[0]
984,,,,t0145x0287y0207ps64.tif
985,,,,14502870207.0
986,,,,[0]
987,,,,t0288x0351y0079ps64.tif
988,,,,28803510079.0
989,,,,[0]
990,,,,t0407x0287y0079ps64.tif
991,,,,40702870079.0
992,,,,[0]
993,,,,t0818x0351y0143ps64.tif
994,,,,81803510143.0
995,,,,[0]
996,,,,t0645x0351y0015ps64.tif
